subject,subject_prolific,version,gender,age,education,income,race,phq91,phq92,gad71,gad72,audit,spq,ocir,tas,icar_responses,icar_correct,icar_num_correct,feedback,total_time,timestamp,id
5d5a48a67ca41f0001e97f8b,,pilot3b,Woman,,High school,"$50,000-$75,000",,,,,,,,,,,,,N/A,115662,2025-04-07 18:12:41,1574
63d45fc0f682d52f34ce7c4b,,pilot3b,Man,,4 year degree,"$50,000-$75,000",,,,,,,,,,,,,lots of information,123323,2025-04-07 18:12:47,1575
60fecaac6ada4383c646974c,,pilot3b,Woman,,Some college,"More than $100,000",,,,,,,,,,,,,no,266660,2025-04-07 18:15:23,1576
5e9c8deb90dd470441c7f98e,,pilot3b,Woman,,Postgraduate/Professional degree/other,"More than $100,000",,,,,,,,,,,,,na,109619,2025-04-07 18:20:21,1577
67f224dfcaaa213111714560,,pilot3b,Some other way,,4 year degree,"Less than $25,000",,,,,,,,,,,,,No,153034,2025-04-07 18:23:14,1578
6390b053a7eb692463c34188,,pilot3b,Man,,2 year degree,"$75,000-$100,000",,,,,,,,,,,,,no all was fine,214173,2025-04-07 18:25:46,1579
5bb3d470a1aed700011f6575,,pilot3b,Woman,,Some college,"$25,000-$50,000",,,,,,,,,,,,,None,93667,2025-04-07 18:27:49,1580
66a426bcd6c66d59e395617b,,pilot3b,Woman,,4 year degree,"$25,000-$50,000",,,,,,,,,,,,,none,118503,2025-04-07 18:38:54,1581
66d257bc5bc135b6cf963f02,,pilot3b,Woman,,Postgraduate/Professional degree/other,"$75,000-$100,000",,,,,,,,,,,,,No part,206686,2025-04-07 18:39:50,1582
60fee1a0234ddea6fd998ba0,,pilot3b,Woman,,4 year degree,"$25,000-$50,000",,,,,,,,,,,,,No,192801,2025-04-07 18:40:09,1583
5efaa42dff658c8fb708b6a6,,pilot3b,Woman,,Some college,"$75,000-$100,000",,,,,,,,,,,,,"I have no additional feedback regarding the study; everything was clear and made sense.",331761,2025-04-07 18:43:09,1584
67d97337faf4d981fef4baed,,pilot3b,Woman,,2 year degree,"$75,000-$100,000",,,,,,,,,,,,,its a bit much trying to remember all 36 key points and which car the point belonged to but as soon as I heard new i knew that was the car for me. new outperformed any other positive.,276467,2025-04-07 18:46:00,1585
675e803c3c3d6081b70b292c,,pilot3b,Woman,,Some college,"$25,000-$50,000",,,,,,,,,,,,,The only part that was a little confusing were the names of the items because they were made up words.,170210,2025-04-07 18:48:44,1586
5f08d79de54da413c09fc906,,pilot3b,Woman,,4 year degree,"More than $100,000",,,,,,,,,,,,,"No, it made perfect sense. Thank you",127425,2025-04-07 19:12:06,1587
5c5dce37fac6510001534800,,pilot3b,Woman,,4 year degree,"More than $100,000",,,,,,,,,,,,,N/A,101628,2025-04-08 17:13:31,1588
66a218f455df3fda0c1230c1,,pilot3b,Woman,,Some college,"Less than $25,000",,,,,,,,,,,,,The names of the cars were confusing.,112285,2025-04-08 17:16:34,1589
5c3ed962c2d0b700017cd343,,pilot3b,Woman,,Some college,"$75,000-$100,000",,,,,,,,,,,,,n/a,98363,2025-04-08 17:18:08,1590
6778117dbccc338c7b125775,,pilot3b,Man,,2 year degree,"More than $100,000",,,,,,,,,,,,,none,103104,2025-04-08 17:18:21,1591
5806e73194364b00011f48e9,,pilot3b,Man,,Postgraduate/Professional degree/other,"$75,000-$100,000",,,,,,,,,,,,,no,92192,2025-04-08 17:18:43,1592
631797089a0a1ee579573eb9,,pilot3b,Man,,Some college,"Less than $25,000",,,,,,,,,,,,,no,109791,2025-04-08 17:22:42,1593
60dfdb8bbef17b6739d12215,,pilot3b,Woman,,Some college,Prefer not to say,,,,,,,,,,,,,nONE,105182,2025-04-08 17:23:11,1594
5e3760815bfa436fd256b2e9,,pilot3b,Man,,High school,"More than $100,000",,,,,,,,,,,,,"Nope, made sense",106528,2025-04-08 17:23:22,1595
65b3ed0aeaf68da25cef6e37,,pilot3b,Man,,Postgraduate/Professional degree/other,"More than $100,000",,,,,,,,,,,,,Very hard to keep tabs on the best attributes of each car without a list.,154131,2025-04-08 17:23:35,1596
673006fde0527a61075e0d2c,,pilot3b,Woman,,4 year degree,"$25,000-$50,000",,,,,,,,,,,,,no,149085,2025-04-08 17:23:42,1597
5c8198fcf29fd90001a2b9c9,,pilot3b,Woman,,2 year degree,"$25,000-$50,000",,,,,,,,,,,,,Nothing was confusing. ,121339,2025-04-08 17:23:42,1598
601b56a319565951c0e6a626,,pilot3b,Some other way,,Postgraduate/Professional degree/other,"$50,000-$75,000",,,,,,,,,,,,,Thank you!,100699,2025-04-08 17:23:47,1599
674ae91be4fe597a6989d252,,pilot3b,Man,,Postgraduate/Professional degree/other,"$25,000-$50,000",,,,,,,,,,,,,cool,151873,2025-04-08 17:24:11,1600
62c8e8bf2d09810208eb27a6,,pilot3b,Man,,High school,"$25,000-$50,000",,,,,,,,,,,,,no,112530,2025-04-08 17:25:04,1601
665b56e857546a49a3fce0cd,,pilot3b,Man,,4 year degree,"$25,000-$50,000",,,,,,,,,,,,,none,103050,2025-04-08 17:25:30,1602
664bf81d9102023ae9e9659e,,pilot3b,Man,,Postgraduate/Professional degree/other,"More than $100,000",,,,,,,,,,,,,facts were presented a little to fast to process and remember,179821,2025-04-08 17:25:56,1603
5ee3ebd469bfc40cd94f8f36,,pilot3b,Woman,,4 year degree,"More than $100,000",,,,,,,,,,,,,N/a,97668,2025-04-08 17:25:58,1604
678e61280d675432a225149c,,pilot3b,Man,,High school,"More than $100,000",,,,,,,,,,,,,not it was fairly simple and easy to pay attention too,110910,2025-04-08 17:26:08,1605
5f218ec7604e35564a7ea1ea,,pilot3b,Man,,High school,"$75,000-$100,000",,,,,,,,,,,,,"Had no issues. Thanks! (At first it seemed like the one that started with a K was the best, until it got to the fact that it's very old.)",140259,2025-04-08 17:26:09,1606
678ca30842b3a8d014abb029,,pilot3b,Woman,,High school,"Less than $25,000",,,,,,,,,,,,,"It was very straightforward, no notes.",119931,2025-04-08 17:26:58,1607
66ad331d683af19852a9a424,,pilot3b,Man,,Postgraduate/Professional degree/other,"More than $100,000",,,,,,,,,,,,,"It was challenging to try to remember the pros and cons of each car, but I focused on environmental impact.",139896,2025-04-08 17:27:07,1608
61004a7edb54fc4bd2ff8c77,,pilot3b,Woman,,4 year degree,"Less than $25,000",,,,,,,,,,,,,No,122502,2025-04-08 17:27:50,1609
6109cd6a03dc4d54ad56fa75,,pilot3b,Woman,,4 year degree,"More than $100,000",,,,,,,,,,,,,na,105315,2025-04-08 17:27:58,1610
5f627a1e4b807f1aa7e35280,,pilot3b,Woman,,4 year degree,"More than $100,000",,,,,,,,,,,,,no comments thank you,135680,2025-04-08 17:28:03,1611
67f208eef42d4047c25226c1,,pilot3b,Woman,,Postgraduate/Professional degree/other,"$75,000-$100,000",,,,,,,,,,,,,na,92850,2025-04-08 17:28:36,1612
6713efece6065b4a2718a877,,pilot3b,Man,,2 year degree,"More than $100,000",,,,,,,,,,,,,"no
",162872,2025-04-08 17:28:37,1613
6364117dc9a1a3500a624601,,pilot3b,Man,,Some college,"$25,000-$50,000",,,,,,,,,,,,,"The names of the cars were a little odd, but overall everything made sense.",280487,2025-04-08 17:28:49,1614
664b8f8a582a0e4f95ecd51e,,pilot3b,Woman,,4 year degree,Prefer not to say,,,,,,,,,,,,,Was hard to keep track of the details for each car. At first I was thinking the car with the K was best but then changed my mind near the end. ,172616,2025-04-08 17:29:32,1615
678732bf927bff134b804853,,pilot3b,Woman,,Some college,"$75,000-$100,000",,,,,,,,,,,,,No,118655,2025-04-08 17:29:52,1616
5f2993920dddf60b87611e5c,,pilot3b,Woman,,4 year degree,"More than $100,000",,,,,,,,,,,,,No,92534,2025-04-08 17:30:02,1617
6787dfa252cb2bed68c2a86a,,pilot3b,Woman,,Some college,"$75,000-$100,000",,,,,,,,,,,,,none,111440,2025-04-08 17:30:27,1618
671d48bbee99c1439ae0d0de,,pilot3b,Man,,4 year degree,"More than $100,000",,,,,,,,,,,,,no,272540,2025-04-08 17:30:28,1619
67eff90a8801a01aee217e42,,pilot3b,Man,,High school,"$50,000-$75,000",,,,,,,,,,,,,The sentences flashed on the screen pretty fast but I was able to see the car that had the most favorable traits.,171633,2025-04-08 17:30:41,1620
60ff3ccd8469031d3dc3bb5d,,pilot3b,Woman,,4 year degree,"$50,000-$75,000",,,,,,,,,,,,,"No, thank you!",137249,2025-04-08 17:30:55,1621
67f0018dd893b3ab187686dd,,pilot3b,Woman,,Postgraduate/Professional degree/other,"$75,000-$100,000",,,,,,,,,,,,,N/A,189075,2025-04-08 17:30:59,1622
6010b744db280e455a5250bd,,pilot3b,Woman,,Postgraduate/Professional degree/other,"More than $100,000",,,,,,,,,,,,,no,110019,2025-04-08 17:31:03,1623
67e12a07d76f0b055fc3e23d,,pilot3b,Man,,4 year degree,"$75,000-$100,000",,,,,,,,,,,,,No,148423,2025-04-08 17:31:21,1624
5d0fb996286e1700010de2c1,,pilot3b,Woman,,Postgraduate/Professional degree/other,"More than $100,000",,,,,,,,,,,,,"No, though I wish I knew the names of the cars at the beginning because I was confused by the first fact if Nabusi was the car or someone giving their opinion about a car",140474,2025-04-08 17:31:44,1625
663d28d88d5220efd64623a6,,pilot3b,Woman,,Some college,"More than $100,000",,,,,,,,,,,,,No,123177,2025-04-08 17:31:44,1626
5c109ce457fd11000127f3de,,pilot3b,Man,,4 year degree,"More than $100,000",,,,,,,,,,,,,No,233757,2025-04-08 17:31:49,1627
6675e329aeca56dd306cb6ca,,pilot3b,Woman,,2 year degree,"$75,000-$100,000",,,,,,,,,,,,,Everything was clear. Thank you.,133680,2025-04-08 17:31:52,1628
64185be3db3c4e0ea462d5e5,,pilot3b,Woman,,High school,"$25,000-$50,000",,,,,,,,,,,,,No,443096,2025-04-08 17:31:56,1629
6785f0d3adcf1ffc11119d0e,,pilot3b,Woman,,High school,"More than $100,000",,,,,,,,,,,,,All was good,158810,2025-04-08 17:32:19,1630
67f3da20e24d6fb858679027,,pilot3b,Woman,,Postgraduate/Professional degree/other,"More than $100,000",,,,,,,,,,,,,"the pop up defintions were too fast, not enough to compare with the previous",158412,2025-04-08 17:32:44,1631
6101b0045f55decb70142341,,pilot3b,Woman,,Postgraduate/Professional degree/other,"$25,000-$50,000",,,,,,,,,,,,,no,95441,2025-04-08 17:32:56,1632
66bb709ce1d10a35465ea4f3,,pilot3b,Woman,,2 year degree,"$25,000-$50,000",,,,,,,,,,,,,No.,127386,2025-04-08 17:33:29,1633
6126c776cf34a95b88758380,,pilot3b,Woman,,Some college,"More than $100,000",,,,,,,,,,,,,yes it made sense it was telling the good and bad about each car,181757,2025-04-08 17:33:42,1634
651d9ea96f3253abbfd8d38b,,pilot3b,Woman,,High school,"Less than $25,000",,,,,,,,,,,,,no.,122118,2025-04-08 17:33:48,1635
650373322f930185086383f3,,pilot3b,Woman,,4 year degree,"$50,000-$75,000",,,,,,,,,,,,,N/A,96709,2025-04-08 17:33:51,1636
663a819d40034981ae3a37b1,,pilot3b,Man,,2 year degree,"More than $100,000",,,,,,,,,,,,,N/A,104265,2025-04-08 17:34:12,1637
5e1e223891295b000c6dc95f,,pilot3b,Woman,,Postgraduate/Professional degree/other,"$75,000-$100,000",,,,,,,,,,,,,no,147452,2025-04-08 17:34:18,1638
603710141b1ed2313448234a,,pilot3b,Woman,,4 year degree,"Less than $25,000",,,,,,,,,,,,,no,167892,2025-04-08 17:34:36,1639
6671ab86b28a3c4ecd07a739,,pilot3b,Woman,,4 year degree,"$25,000-$50,000",,,,,,,,,,,,,I think this study was clear and easy to understand.,195685,2025-04-08 17:34:43,1640
673a395e3cd0cb781ea31a44,,pilot3b,Man,,2 year degree,"$50,000-$75,000",,,,,,,,,,,,,Not at this time,119483,2025-04-08 17:34:52,1641
5bf4afe0b8e9f800014c9c0b,,pilot3b,Man,,4 year degree,"$75,000-$100,000",,,,,,,,,,,,,no,96557,2025-04-08 17:35:02,1642
65661c6448e2bdf5ad2d344d,,pilot3b,Woman,,4 year degree,"$75,000-$100,000",,,,,,,,,,,,,no,100954,2025-04-08 17:35:39,1643
605fd99fcbc5c22b90ba62bb,,pilot3b,Man,,Postgraduate/Professional degree/other,"More than $100,000",,,,,,,,,,,,,nothing to add,107057,2025-04-08 17:35:54,1644
5d75a081a54634000157ab92,,pilot3b,Woman,,4 year degree,"$50,000-$75,000",,,,,,,,,,,,,Nothing was confusing,137490,2025-04-08 17:36:10,1645
6645f2c84e49bda04433579c,,pilot3b,Woman,,4 year degree,"$50,000-$75,000",,,,,,,,,,,,,No,102126,2025-04-08 17:36:10,1646
67e02169a0a0f7c68d0caf73,,pilot3b,Man,,Some college,"$25,000-$50,000",,,,,,,,,,,,,No,165853,2025-04-08 17:36:20,1647
6616eaaaad786cf5812b4183,,pilot3b,Man,,2 year degree,"More than $100,000",,,,,,,,,,,,,all good,103222,2025-04-08 17:36:23,1648
67257fbdf8d0aaffa74f2932,,pilot3b,Woman,,4 year degree,"$50,000-$75,000",,,,,,,,,,,,,Nothing was confusing!,110074,2025-04-08 17:36:30,1649
60fe234650c802ac6565fd72,,pilot3b,Woman,,Postgraduate/Professional degree/other,"$25,000-$50,000",,,,,,,,,,,,,Everything made sense for this study,110353,2025-04-08 17:36:42,1650
5eb313d87a289b0f847a7752,,pilot3b,Woman,,4 year degree,"More than $100,000",,,,,,,,,,,,,It was very hard to keep track of what characteristics were associated with which model by the end.,153013,2025-04-08 17:36:49,1651
62c61d8976f69f105da0e4d2,,pilot3b,Woman,,4 year degree,"$50,000-$75,000",,,,,,,,,,,,,Not at this time,98228,2025-04-08 17:36:56,1652
61fa92915719bc09cb834a85,,pilot3b,Man,,4 year degree,"Less than $25,000",,,,,,,,,,,,,no,133793,2025-04-08 17:37:03,1653
6786f22a5140ca44b8074fa0,,pilot3b,Man,,4 year degree,"$75,000-$100,000",,,,,,,,,,,,,no,101387,2025-04-08 17:37:19,1654
5aa9153235237b00011322e9,,pilot3b,Man,,High school,"Less than $25,000",,,,,,,,,,,,,No,374974,2025-04-08 17:38:54,1655
6511b9f6748229dc3a8fa69d,,pilot3b,Man,,High school,"$50,000-$75,000",,,,,,,,,,,,,"no, I understood everything.",184806,2025-04-08 17:39:18,1656
5d1a611734f57200164d4cd5,,pilot3b,Woman,,2 year degree,"$50,000-$75,000",,,,,,,,,,,,,No,97984,2025-04-08 17:40:08,1657
5aeba5b323fdd50001d0a155,,pilot3b,Woman,,2 year degree,"$25,000-$50,000",,,,,,,,,,,,,no,180499,2025-04-08 17:40:11,1658
66ba7f33e1efdec6d80d2d27,,pilot3b,Woman,,2 year degree,"$50,000-$75,000",,,,,,,,,,,,,No,123786,2025-04-08 17:40:14,1659
67eaad0c076f48a34b00c7f1,,pilot3b,Woman,,Some college,"More than $100,000",,,,,,,,,,,,,The study was very interesting. There were not any parts that were confusing at all.,202731,2025-04-08 17:40:18,1660
67f1bb9fcd4bc56c0d12fe12,,pilot3b,Woman,,4 year degree,"More than $100,000",,,,,,,,,,,,,No,205808,2025-04-08 17:40:23,1661
67f1bb9fcd4bc56c0d12fe12,,pilot3b,Woman,,4 year degree,"More than $100,000",,,,,,,,,,,,,No,205808,2025-04-08 17:40:33,1662
55a5f1e8fdf99b28b5340d01,,pilot3b,Man,,High school,"$25,000-$50,000",,,,,,,,,,,,,None,105633,2025-04-08 17:40:38,1663
5e63e793e50a6316a75213c4,,pilot3b,Man,,4 year degree,"More than $100,000",,,,,,,,,,,,,It was hard to keep track of which attributes applied to which car.,136197,2025-04-08 17:40:43,1664
6560fe24ff64dc87c9a826ed,,pilot3b,Woman,,Postgraduate/Professional degree/other,"$50,000-$75,000",,,,,,,,,,,,,I'd love to see images for these vehicles. ,251115,2025-04-08 17:40:51,1665
597f7dd802912f0001ebe3c6,,pilot3b,Man,,Postgraduate/Professional degree/other,Prefer not to say,,,,,,,,,,,,,Well done.,113627,2025-04-08 17:40:57,1666
5a36d2890006450001bf1d34,,pilot3b,Woman,,4 year degree,"Less than $25,000",,,,,,,,,,,,,I don't have any feedback.,112142,2025-04-08 17:41:34,1667
5f96ae079554ed0256dc3c0b,,pilot3b,Woman,,Postgraduate/Professional degree/other,"More than $100,000",,,,,,,,,,,,,none,116354,2025-04-08 17:41:42,1668
650e75a7fc16660ec5fca2c6,,pilot3b,Man,,High school,"Less than $25,000",,,,,,,,,,,,,Everything was fine.,124587,2025-04-08 17:42:15,1669
5ddc44939ca8a3b9cd9ca553,,pilot3b,Woman,,Some college,"Less than $25,000",,,,,,,,,,,,,No,155920,2025-04-08 17:42:34,1670
62c5029803a6df1117182ade,,pilot3b,Woman,,2 year degree,"$25,000-$50,000",,,,,,,,,,,,,nothing,189334,2025-04-08 17:42:35,1671
62bddb63d7c84ff6e9c592f5,,pilot3b,Woman,,High school,"$50,000-$75,000",,,,,,,,,,,,,None,102068,2025-04-08 17:42:53,1672
606e4f6e8a932bdeb8025c4c,,pilot3b,Woman,,4 year degree,"More than $100,000",,,,,,,,,,,,,"I think this survey could have been better with a list format for each vehicle, although I understand the purpose of paying attention.",117131,2025-04-08 17:42:55,1673
67f3a4daf4c26f97b78e9a02,,pilot3b,Man,,4 year degree,"$25,000-$50,000",,,,,,,,,,,,,No. It was all good,188231,2025-04-08 17:43:00,1674
5589ce75fdf99b18be3203d2,,pilot3b,Woman,,Some college,"$25,000-$50,000",,,,,,,,,,,,,nothing,118461,2025-04-08 17:43:01,1675
66534e08cf6a3c7d4385fca9,,pilot3b,Woman,,4 year degree,"$25,000-$50,000",,,,,,,,,,,,,"No, the survey was very clear.",140608,2025-04-08 17:43:04,1676
5ee08dad6b74c73ffcab9126,,pilot3b,Man,,4 year degree,"$50,000-$75,000",,,,,,,,,,,,,everything worked fine. ,120741,2025-04-08 17:43:05,1677
67e4211a9bf611b7f55625cd,,pilot3b,Woman,,4 year degree,"$25,000-$50,000",,,,,,,,,,,,,N/A,125393,2025-04-08 17:43:09,1678
5e3d9a08d521c3000ea9e415,,pilot3b,Woman,,2 year degree,"$25,000-$50,000",,,,,,,,,,,,,No and no,137094,2025-04-08 17:43:36,1679
5c2da96d0091e40001cb708c,,pilot3b,Man,,4 year degree,"Less than $25,000",,,,,,,,,,,,,Nothing,100223,2025-04-08 17:43:40,1680
664be0a1a0d2bb7f8a60da18,,pilot3b,Woman,,Some college,Prefer not to say,,,,,,,,,,,,,No. Thank you.,574456,2025-04-08 17:43:53,1681
67274f98842dc20b8ffa5425,,pilot3b,Woman,,Some college,"Less than $25,000",,,,,,,,,,,,,nothing confusing,119604,2025-04-08 17:44:01,1682
64417871875bc046c888c152,,pilot3b,Woman,,2 year degree,"Less than $25,000",,,,,,,,,,,,,None,93621,2025-04-08 17:44:25,1683
612568764b0193f4200118de,,pilot3b,Woman,,Postgraduate/Professional degree/other,"$25,000-$50,000",,,,,,,,,,,,,No,113739,2025-04-08 17:44:31,1684
609800dd75479749cf47d10c,,pilot3b,Woman,,High school,"More than $100,000",,,,,,,,,,,,,no problems,121049,2025-04-08 17:44:32,1685
63daedcb2a02e0a172907cec,,pilot3b,Woman,,4 year degree,"$50,000-$75,000",,,,,,,,,,,,,none,111578,2025-04-08 17:45:04,1686
66ee7b5fea2dc342532edaed,,pilot3b,Man,,Postgraduate/Professional degree/other,"More than $100,000",,,,,,,,,,,,,n,116269,2025-04-08 17:45:09,1687
654d3a401d8c1ce5b38925b3,,pilot3b,Man,,High school,"More than $100,000",,,,,,,,,,,,,It was very difficult to keep track of all the details,120963,2025-04-08 17:45:24,1688
655f8d03e234484afb1c3d51,,pilot3b,Woman,,4 year degree,"Less than $25,000",,,,,,,,,,,,,no,114020,2025-04-08 17:45:35,1689
612ba4bfee20a1ffc86116f9,,pilot3b,Man,,Some college,"Less than $25,000",,,,,,,,,,,,,"No, it made sense to me, thank you!",100473,2025-04-08 17:45:46,1690
5e2e34ba77d2c74148d7d0d2,,pilot3b,Woman,,4 year degree,"$50,000-$75,000",,,,,,,,,,,,,The study was not confusing.,118523,2025-04-08 17:45:55,1691
6768416b2161817199277cd9,,pilot3b,Woman,,Postgraduate/Professional degree/other,"$50,000-$75,000",,,,,,,,,,,,,thanks,111851,2025-04-08 17:46:17,1692
6123d102b713b8a947fd2eb2,,pilot3b,Man,,Postgraduate/Professional degree/other,"$50,000-$75,000",,,,,,,,,,,,,I do not.,127659,2025-04-08 17:46:31,1693
559c3ad8fdf99b32b55f2d32,,pilot3b,Woman,,Some college,"$25,000-$50,000",,,,,,,,,,,,,no no,97760,2025-04-08 17:46:32,1694
674ae91be4fe597a6989d252,,pilot3b,Man,,Postgraduate/Professional degree/other,"$25,000-$50,000",,,,,,,,,,,,,cool,152128,2025-04-08 17:46:42,1695
6790e45018cc9cbb3ec08bf5,,pilot3b,Woman,,Some college,"$50,000-$75,000",,,,,,,,,,,,,I understood the study and the font was easy to read.,192086,2025-04-08 17:46:56,1696
6505eb05db9c13dbcfabc967,,pilot3b,Prefer not to say,,4 year degree,"Less than $25,000",,,,,,,,,,,,,no,147255,2025-04-08 17:46:58,1697
62d6e24cf74647ef51a16300,,pilot3b,Man,,Some college,"$25,000-$50,000",,,,,,,,,,,,,No issues,98376,2025-04-08 17:47:37,1698
5e83adf76ea9870c99d4b086,,pilot3b,Woman,,4 year degree,"$75,000-$100,000",,,,,,,,,,,,,N/A,99745,2025-04-08 17:47:54,1699
627331b9988d873e5040a84e,,pilot3b,Man,,Some college,"$25,000-$50,000",,,,,,,,,,,,,N/A,128726,2025-04-08 17:48:30,1700
66aa85dfa453aa698141fe25,,pilot3b,Woman,,4 year degree,"More than $100,000",,,,,,,,,,,,,no,110724,2025-04-08 17:49:16,1701
66520b7ad827165eea6b29db,,pilot3b,Man,,Some college,"$25,000-$50,000",,,,,,,,,,,,,none,113214,2025-04-08 17:49:19,1702
66f322cf3e1458b9d0b07d67,,pilot3b,Man,,4 year degree,"More than $100,000",,,,,,,,,,,,,The kawai seemed the worst by far. ,124496,2025-04-08 17:49:37,1703
6778390ae1cdf45cf086a4e4,,pilot3b,Man,,4 year degree,"$75,000-$100,000",,,,,,,,,,,,,nope,115726,2025-04-08 17:49:43,1704
583f080a164cd30001c347ea,,pilot3b,Man,,High school,"$25,000-$50,000",,,,,,,,,,,,,n/a,97472,2025-04-08 17:49:51,1705
662ab30e6ff73286f7f20a5b,,pilot3b,Man,,High school,"More than $100,000",,,,,,,,,,,,,Everything was clear and easy to understand,109815,2025-04-08 17:49:55,1706
5e8d4e09cb3dc612a24b3ffc,,pilot3b,Man,,Postgraduate/Professional degree/other,"$25,000-$50,000",,,,,,,,,,,,,no,104171,2025-04-08 17:49:58,1707
59d44f0a078dbe00019511a9,,pilot3b,Man,,Postgraduate/Professional degree/other,"More than $100,000",,,,,,,,,,,,,None. ,111764,2025-04-08 17:50:11,1708
63d404f4eaf69448ef9e09e6,,pilot3b,Man,,Postgraduate/Professional degree/other,"Less than $25,000",,,,,,,,,,,,,"No, thank you",113064,2025-04-08 17:50:25,1709
67eba228d004669a70b56a28,,pilot3b,Woman,,Postgraduate/Professional degree/other,"More than $100,000",,,,,,,,,,,,,yes,215135,2025-04-08 17:51:54,1710
65f0a43ed1d258cc4c97805d,,pilot3b,Woman,,Some college,"More than $100,000",,,,,,,,,,,,,No it was all very straightforward ,119756,2025-04-08 17:52:47,1711
67893afd8c701be1771e9453,,pilot3b,Man,,Some college,"More than $100,000",,,,,,,,,,,,,NA,101238,2025-04-08 17:53:43,1712
67eed6daac7c1271496cd429,,pilot3b,Man,,Postgraduate/Professional degree/other,"$25,000-$50,000",,,,,,,,,,,,,"Yes,",177201,2025-04-08 17:53:57,1713
60e45acbc927879ccc9637c4,,pilot3b,Woman,,High school,"$25,000-$50,000",,,,,,,,,,,,,All clear,165822,2025-04-08 17:54:00,1714
6295343558bd17d19b11684d,,pilot3b,Man,,4 year degree,"$50,000-$75,000",,,,,,,,,,,,,No,144370,2025-04-08 17:54:02,1715
67829d3ea51565befd5ae12e,,pilot3b,Woman,,4 year degree,"$75,000-$100,000",,,,,,,,,,,,,No parts were confusing. The study was easy to follow.,148247,2025-04-08 17:54:57,1716
658e66f34a68a13ce2c6ab37,,pilot3b,Man,,4 year degree,"More than $100,000",,,,,,,,,,,,,No,110438,2025-04-08 17:55:48,1717
622a5d3bbefce4aad4fd640a,,pilot3b,Woman,,Postgraduate/Professional degree/other,"Less than $25,000",,,,,,,,,,,,,none,110317,2025-04-08 17:55:50,1718
669a8660d4a57296b3d666e1,,pilot3b,Man,,High school,"$25,000-$50,000",,,,,,,,,,,,,Nothing odd to mention.,96626,2025-04-08 17:55:52,1719
5b70ed4b99982e000145eb7b,,pilot3b,Woman,,Some college,"Less than $25,000",,,,,,,,,,,,,Everything was fine.,117040,2025-04-08 17:56:04,1720
5fc134c704e715129eb5d720,,pilot3b,Woman,,2 year degree,"$25,000-$50,000",,,,,,,,,,,,,"None, thank you.",102223,2025-04-08 17:57:31,1721
668413a08646887a6e57bd48,,pilot3b,Man,,High school,"Less than $25,000",,,,,,,,,,,,,no,97446,2025-04-08 17:57:49,1722
6652b1507552ca50146ed473,,pilot3b,Woman,,Some college,"Less than $25,000",,,,,,,,,,,,,None,107679,2025-04-08 17:57:53,1723
65dcb8de27f5cb588f25952f,,pilot3b,Man,,Some college,"More than $100,000",,,,,,,,,,,,,no,120149,2025-04-08 17:58:02,1724
601b688e29a5ac4bc76c9f90,,pilot3b,Woman,,4 year degree,"More than $100,000",,,,,,,,,,,,,I did not find it confusing.  I found it difficult to keep up with as quickly as they were being shown.,125836,2025-04-08 17:58:08,1725
600150a39d652729f84daf83,,pilot3b,Woman,,Some college,"$50,000-$75,000",,,,,,,,,,,,,No issues.,134489,2025-04-08 17:58:33,1726
64abee38a80dfb5e45212487,,pilot3b,Man,,Some college,"$75,000-$100,000",,,,,,,,,,,,,Nothing confusing.,117931,2025-04-08 17:59:14,1727
6090578fb2299eacaec32b7a,,pilot3b,Woman,,High school,"$50,000-$75,000",,,,,,,,,,,,,No,97970,2025-04-08 17:59:27,1728
67f0ccdfe530abd2a41a8f36,,pilot3b,Man,,4 year degree,"More than $100,000",,,,,,,,,,,,,NONE,102452,2025-04-08 17:59:42,1729
6789684706f53a6cd579c39d,,pilot3b,Woman,,4 year degree,"$50,000-$75,000",,,,,,,,,,,,,no,118466,2025-04-08 17:59:58,1730
59565b1bbbb52400017ad4e1,,pilot3b,Woman,,High school,"Less than $25,000",,,,,,,,,,,,,none,242827,2025-04-08 18:00:24,1731
63e328e613c6fcef74116b57,,pilot3b,Some other way,,4 year degree,"$25,000-$50,000",,,,,,,,,,,,,n?a,99218,2025-04-08 18:00:48,1732
6583d8b1cf5691542dac8870,,pilot3b,Woman,,Some college,"$25,000-$50,000",,,,,,,,,,,,,IT MADE SENSE AND I LIKE THAT THE FACTS WERE GIVEN QUICKLY FOR AS MANY AS THERE WERE,165263,2025-04-08 18:01:08,1733
678d69b1a7aead5819d655bd,,pilot3b,Woman,,Some college,"More than $100,000",,,,,,,,,,,,,no,97259,2025-04-08 18:01:23,1734
6400daa477149fbfbc36f6c3,,pilot3b,Woman,,Postgraduate/Professional degree/other,"$75,000-$100,000",,,,,,,,,,,,,Everything made sense. ,100647,2025-04-08 18:01:23,1735
67aca3fb4041c67b5e429825,,pilot3b,Woman,,4 year degree,"$50,000-$75,000",,,,,,,,,,,,,No,119048,2025-04-08 18:01:46,1736
6446f3b2df3f3274b549bec6,,pilot3b,Woman,,Some college,"$25,000-$50,000",,,,,,,,,,,,,No. thank you,193702,2025-04-08 18:01:47,1737
602c42fcd6ab3e5033c45951,,pilot3b,Woman,,4 year degree,"$25,000-$50,000",,,,,,,,,,,,,Thank you for the opportunity. Interesting.,117879,2025-04-08 18:02:07,1738
